ids,label
53 10 262 45 40 14 4 1270 3028 233 10 416 22 863 6 761 2 263 10 1472 123 61 284 3 297,0
40 71 37 108 1004 137 11 16 97 28 77 84 10 229 201 21 287 317 1 1 55 7 550 866 9,0
799 672 5829 7 4 1913 6 106 9 610 118 2 425 26 2442 25 50 3 1441 4 589 18 90 6 1,1
1432 6295 1 43 96 144 88 5 11 19 95 942 300 23 35 880 5 3159 3 9802 74 15 10 120 53,0
10 103 6627 1 112 616 202 30 122 46 26 47 6 329 9 11 440 5 359 1 603 1402 26 97 81,0
2 1724 7901 1555 7 4 379 1023 5 4 24 54 50 16 1 64 18 2 4522 631 5 1018 1 7542 5414,0
5360 1 1 15 2693 1 1 4679 3 2486 1 136 1 1418 18 9543 9505 8472 1 15 1 6188 3 2189 1,0
29 5 2 1375 5 2 2963 13 83 47 2 116 8518 2965 5 100 206 115 2 63 7 44 287 79 6130,1
519 1964 36 505 18 2186 705 4 850 1176 985 427 62 216 1826 9 2 842 5 27 7747 2749 4336 9652 504,0
10 28 109 11 16 237 1287 312 2 4719 20 1410 3 68 3641 316 1377 2 153 7 1 1 3 10 14,0
4 20 12 51 93 21 5966 1613 5 3435 3 1613 5 1837 59 30 1091 180 4 1592 9 2 616 5 4,1
11 47 194 6 30 29 5 2 4718 1629 9 4 16 10 28 124 109 190 12 7 24 31 12 11 16,0
2079 2 251 6 251 4677 608 5 3679 23 4 6633 9 2 162 1201 1345 112 34 193 4194 152 11 156 22,1
72 138 31 77 40 1247 17 49 349 149 4 78 16 1061 32 87 1976 8 14 91 3 87 339 2 112,0
1739 682 14 2580 23 1429 39 11 1429 24 104 98 39 11 3 1 1 25 1 6 2 50 6504 251 1361,1
84 8416 383 3440 3 1215 3 973 5 8 2784 2 1 36 156 22 916 12 9297 7 1215 46 222 2 198,1
89 123 10 140 4 643 341 5 1678 98 3 5 2039 1 15 70 37 4221 10 1 85 4 696 330 267,1
11 7 35 319 470 5 420 3438 1865 640 2 354 7 745 822 18 5490 1 10 580 380 137 2 5871 5,1
2 417 743 8 31 1338 6641 2 6121 5 1 8 13 24 4 1 204 1043 1333 16 91 18 2258 316 23,0
10 297 2 89 157 224 3 8 1104 69 6 324 37 10 733 931 31 2 96 144 2 129 11 16 202,0
10 1217 11 2134 989 18 317 3286 32 347 3 1 10 160 22 548 74 19 195 8 59 30 139 6 767,0
244 36 97 167 1764 1060 9 11 415 5 603 4310 6 28 65 407 9246 72 28 2 1 6079 5290 176 58,0
260 77 4 4695 341 18 108 155 9023 14 6 69 4 687 1 6 1 23 2 964 5 1 13 317 1,0
9 1 1374 1 4 1196 4396 1445 7128 2 511 3 53 4 187 247 7 3072 1331 1 3743 202 141 455 1,1
11 14 29 5 2 88 351 184 98 12 10 28 124 109 4 1150 526 47 35 1 5 4205 1119 1 4577,0
2 64 292 10 60 297 11 14 82 10 262 8 32 61 696 3282 3 80 1 94 1 18 260 996 1059,0
42 219 11 20 3 10 202 134 12 264 40 14 615 9 2 445 49 775 6 2302 4 529 20 11 14,0
4 849 115 1179 3742 2 5419 17 27 967 1056 55 1086 90 3 1188 242 136 35 162 776 216 4 482 1324,0
10 219 11 20 4 136 146 3 8 13 131 32 2 338 5 61 498 98 997 8 7 2704 269 295 3,1
10 1041 2 375 671 518 322 53 8 14 1971 607 9 2202 82 8 255 29 1287 10 68 6 4442 18 321,1
671 1275 187 1 9 65 237 289 5 1 382 549 31 2648 5 7076 3 2318 9 65 458 1109 2632 1 9505,1
4843 14 2 289 11 14 192 159 7991 4917 1724 68 389 35 815 36 697 10 59 30 35 1556 9 4 16,0
7572 7344 95 2670 3 42 469 4251 6 2772 91 4 337 785 9 5490 62 7738 43 17 4541 5601 4 289 1112,1
23 65 96 6 4 654 333 6 851 4 170 282 110 342 4 2314 1261 27 3740 3 2 8593 129 56 1522,1
11 7 42 787 1424 4215 204 16 1 106 8 17 49 3754 3 126 3895 802 8 6 584 284 633 5 8,0
10 81 114 481 184 104 10 190 230 1349 24 4 643 341 5 37 360 8 13 158 104 10 68 6 949,1
10 80 3135 48 4 360 2631 7 40 231 170 925 10 86 22 121 36 28 1046 11 19 10 268 11 214,0
428 24 4 84 115 19 128 73 88 76 5964 45 40 32 2 564 8 1737 5 273 39 1025 17 411 3,1
10 131 51 22 1 12 1 91 11 20 146 9 7170 838 7 327 403 3 48 7 479 44 8 17 31,1
1 125 147 11 7 48 10 140 681 44 15 238 15 78 879 184 1429 141 11 16 14 367 9 4 706,0
17 35 602 2456 12 1 2 210 3 664 5 3487 1 13 2391 3726 600 1864 1069 983 4855 3 1 8939 5,1
11 20 47 31 2 3119 3 1 5 108 5 2 84 5686 7744 5 2 2916 13 3 1738 13 19 8 7,1
6 148 5 21 36 138 91 774 23 11 20 934 3 3814 6 66 8 175 10 451 21 120 8 14 3552,1
40 14 3552 1562 3 48 4 50 151 8 14 11 29 42 979 1390 56 3 951 92 1 1 9 4 1363,1
2 16 7 24 15 158 15 2 153 13 1 3 64 76 16 6661 1 6189 120 28 92 395 19 8 120,0
1 118 81 10 378 17 11 489 370 16 78 78 78 63 970 10 81 24 121 48 2 153 14 531 53,0
10 67 160 22 39 11 20 8 14 351 3 160 22 614 69 12 74 32 31 10 140 52 5 35 204,0
10 103 11 7 212 31 10 362 6 134 10 226 1 6 1269 61 1618 154 10 138 683 111 109 142 35,0
8 59 30 84 46 4 3615 23 11 3641 1590 20 7 1 17 4 1382 811 44 8492 5 347 79 8 14,1
11 20 7 37 78 3 216 419 9 173 5575 1584 92 24 42 2 339 112 3 225 873 7 8 2 858,0
35 4272 393 20 868 8969 5 275 22 1808 6548 1261 1 1 2244 1 27 1 2 2095 1 2389 4889 3 107,0
10 160 22 201 11 16 4 403 574 9 622 6 30 1106 9 4095 6 84 2137 39 3747 2705 3 1580 1,1
10 114 149 2 1 3835 10 387 149 799 1 485 2 3835 7 39 149 1 1 1 2 1133 1 10 103,1
1404 2376 12 11 20 7 29 5 2 252 104 124 9373 83 2376 2 172 19 40 7 4 7815 492 6 12,1
61 1444 18 531 11 14 4 582 296 7 572 16 2554 6 321 8 12 31 1037 1563 85 2 20 53 2,0
11 14 4 367 5584 20 2 364 25 884 949 3 2 401 7 37 4740 12 32 218 8 467 6 28 42,0
11 14 57 9046 41 214 7775 20 8 14 4 191 1 8 468 6 30 35 4969 4266 2272 2763 117 1 20,0
203 8795 3 5942 1 1064 1676 91 4 7241 5 454 1 104 190 969 2 129 5 2 208 8 14 606 12,0
219 4 1540 18 11 23 164 384 3 841 6 802 53 8 372 45 410 14 10 657 2 63 7 550 351,0
1319 11 29 1638 10 140 2180 2812 8 56 15 942 15 594 4 1614 5603 457 2629 1 146 6 27 1959 4,0
2 63 3 2 115 71 50 19 8 14 67 2305 3 10 720 2305 98 1 1 7 84 26 67 269 23,0
2 213 17 2043 1 7 1965 64 34 1 13 240 2 63 3 2 76 364 25 99 1 1109 3 2 20,1
10 629 86 22 965 231 10 342 2 405 3601 19 11 11 29 10 28 6 965 10 14 2713 81 106 11,0
39 10 301 32 2 338 671 408 42 677 22 196 8 13 29 5 2 116 104 10 138 124 109 9 61,1
48 4 446 5 1667 3 284 48 4 446 5 48 640 40 14 9626 9272 14 343 996 3 650 1 472 2649,0
3272 297 233 766 5832 457 45 5 157 9660 1496 13 1 927 944 694 12 156 22 67 3084 9 100 5 133,0
624 125 217 22 4 84 16 9 197 8 13 1926 693 19 8 1554 48 21 189 9 35 1 16 3 12,1
10 219 3325 13 8254 531 12 10 59 30 9 18 35 1 8766 1417 190 8 14 24 6 30 2 413 8766,0
53 10 297 11 20 2 89 58 8 14 4 5959 946 3 2 417 14 7 1 2336 10 131 205 2 2005,1
187 1 3 43 1 4142 1744 18 4 84 1062 38 2 170 178 11 3017 5 4545 8730 1 1063 1 1 4239,1
133 473 21 1637 215 34 4 526 13 115 12 127 24 3888 317 4 1 1405 1609 329 36 7 15 1148 15,1
2 16 539 17 4 334 612 293 39 4 694 17 1 3331 1449 188 9 4 4849 96 19 95 1056 72 25,0
4634 1 649 1685 18 2 88 176 6763 2 1 484 62 1 37 108 104 17 2 172 794 754 1186 4094 1,1
2301 1 13 554 153 1049 2357 7 4 3347 3929 2608 3 1157 434 270 9 2 1075 2010 5 2 1 312 2,1
8 7 859 6 949 4 554 153 13 89 775 101 31 8 7 29 52 16 73 10 28 414 41 517 595,0
2140 2 339 2149 36 4705 160 22 380 11 390 20 48 4 634 117 26 202 475 11 16 47 52 6 134,1
2197 1 13 20 7 1043 17 482 3 2272 15 9 1 126 4648 27 256 3758 7 598 19 9 1657 72 75,1
578 578 86 22 75 5192 45 5 2031 10 14 4378 1 45 7 163 4 128 3 1 417 1 2691 3 790,1
10 138 111 262 7545 1224 54 158 60 154 27 23 256 105 515 1737 69 5 304 1 948 10 167 54 158,0
2 333 5 2405 67 47 165 170 6 1441 9 2 96 5 5489 41 3574 41 170 1258 23 35 466 1393 793,1
11 7 4 379 20 8622 1 7 4 706 495 3 211 127 70 19 55 127 24 75 108 610 100 52 3,0
24 15 70 561 15 2 581 275 1008 3 679 431 154 431 38 6448 38 2 813 13 14 83 180 50 209,1
4 1 8933 464 7 23 2 1 3 107 1 4662 236 30 27 369 2251 5 1 9 11 5612 3169 2674 2,0
46 21 25 352 23 4 2555 54 1104 3 558 2 80 6 830 17 406 165 128 6 81 17 126 117 18,0
52 5 4 791 16 17 49 2483 184 792 1353 9 1483 443 8 539 17 4 247 260 4 1944 9 62 43,0
10 59 39 6 378 34 617 10 51 64 451 12 2 1232 5 11 16 3 8 13 788 20 2 1 517,1
1259 23 821 40 7 4 3615 44 2 834 153 5 31 218 3138 1 3 405 25 773 40 2 834 3527 14,1
10 14 460 1443 34 6593 1 13 6478 4041 11 16 64 1 48 14 749 38 12 16 1 14 4 9277 1027,1
359 325 650 57 399 152 11 7 48 4 2640 184 487 7 438 6 30 31 44 133 25 2 2037 5 98,1
11 16 97 68 77 35 209 105 2070 3 97 68 361 49 2731 23 92 797 19 145 436 17 11 16 7,0
11 16 14 96 99 552 3 721 10 660 10 97 134 52 19 10 51 22 46 21 368 204 1144 104 11,0
232 2 1 7 4 1425 5708 12 67 47 57 4250 29 143 828 146 3 368 2 1297 270 23 4 2653 3238,0
5765 1 14 37 996 9 11 16 40 14 57 220 9 1480 11 84 285 9 11 16 29 5 2 834 152,1
423 278 13 75 11 45 5 2 96 159 72 888 11 7 2 29 12 1846 2999 3748 6 9 4770 101 2,1
1034 2 29 367 864 176 5 11 877 246 732 3 9288 228 5 692 1 7 1 13 1 1 29 5 2,0
1692 594 1034 24 12 21 143 478 83 736 18 2 1 1975 17 35 7603 955 540 12 13 31 2 52 645,0
10 772 6 106 11 16 287 2867 218 2 311 10 1564 8 194 144 44 813 224 1398 8 59 30 128 46,0
2 436 17 2 464 5703 7 12 42 34 2958 11 20 45 3 1 58 6 106 8 21 25 1480 52 775,0
48 4 1458 429 18 11 483 208 11 7 684 7499 32 92 116 2 63 300 277 9 4613 3 8 13 1288,1
5685 388 491 1 316 382 1573 1208 738 210 3 49 1 36 1086 18 70 57 292 9 829 11 20 7 2013,0
42 1082 9428 1846 2999 15 4 1 1111 1 2389 1 127 55 131 75 161 15 27 326 3142 565 1460 3 3318,0
10 297 11 20 9 1 1837 11 7 872 29 5 2 116 104 5 31 58 8 47 4 3846 1060 21 51,1
154 2 1200 25 4540 11 1476 5 1603 337 104 7 367 4 710 3 381 549 40 71 49 36 9 2 3550,1
11 7 29 5 2 116 2310 188 3 4 54 50 16 99 60 40 71 49 2637 19 131 10 516 8 11,1
3487 1 7 4 1146 1178 1 1205 27 884 3 88 1340 1675 337 20 47 35 6361 290 5 474 3 80 567,1
35 319 20 5291 2 1607 1 9 2 458 5 4 3362 4925 1582 5 24 37 1740 79 9 2 3812 5903 9676,1
9 2 267 5 117 1527 1 313 2006 36 273 56 32 9807 3447 23 9165 1 6 1 9 2 170 9404 34,1
18 31 92 1014 1 87 74 128 6734 59 28 77 9 421 204 2 838 7 831 9 2 191 427 423 19,0
11 7 2 2274 1 16 3 8 7 83 4 663 6862 38 2 1141 13 2856 393 89 5 31 11 20 14,1
3776 657 2 1024 14 552 2 102 1421 3 472 2 20 15 4 221 42 278 69 226 1104 3 1 40 14,0
3882 867 47 6 30 29 5 2 88 122 1154 978 10 28 124 109 26 7 2 3805 13 8363 82 26 1552,0
454 1783 14 239 2 88 1 3121 5 31 58 37 10 14 919 6 66 48 26 207 81 17 914 1509 1131,0
244 36 127 24 167 11 16 158 127 24 380 579 206 11 16 7 24 4 1314 206 8 7 375 5 29,1
1 39 108 76 184 104 216 4 2813 760 23 821 2 2193 5 16 9373 28 4 1 7584 18 184 3 53,1
10 1115 947 5 1186 10 1496 22 140 650 82 10 103 8 3217 139 12 1186 10 896 68 423 8 68 139,0
11 16 14 833 414 833 891 3 54 721 8 14 54 359 325 3 10 51 380 137 8 14 111 607 3,0
10 372 85 11 16 67 1640 6 345 8 10 195 2 876 68 4 171 5 1079 3 14 1 18 35 209,0
70 10 51 283 3 18 31 269 35 129 6 2 874 48 7 2 252 16 124 91 124 8 7 2595 5,0
1322 1877 61 874 7 44 2 612 2 7043 125 490 5518 6 282 198 101 3452 12 9898 24 27 1 1 612,1
10 207 28 6 1045 17 2 941 2149 11 20 47 1206 838 19 47 674 472 2 374 5 2 16 113 1446,0
29 5 2 834 20 10 28 109 11 289 237 272 159 2516 2265 62 7 83 109 528 32 311 618 9 2,1
11 462 24 110 2 213 8 1773 117 15 4 282 9 1416 2166 47 1 2 450 1 12 1623 2772 13 205,1
10 739 22 1468 37 74 9 4 779 9 155 2 64 436 7 12 8 14 24 2 3649 5 2 16 6,0
4 2212 1109 3 4761 1323 20 44 107 1 3212 9 2 172 1915 595 1401 3 4523 1 36 25 2938 23 4,1
10 219 11 1184 2664 1860 20 82 10 140 4 341 5 27 161 3 10 93 8 4 220 6 366 6 66,0
9 2 5591 2679 18 3172 1 8 5359 12 751 5459 153 5 107 1739 682 570 1 3 2 448 303 14 270,1
1034 1288 3461 5242 5 117 352 988 2811 114 63 17 3612 1 5776 9 2 445 3 129 5 2 16 44 87,1
49 104 25 42 979 693 659 1721 11 7 29 5 94 642 580 81 1452 6 2 1631 112 2 360 1 3,0
124 468 6 1807 1 132 13 4 636 6 115 21 87 1175 2 526 4286 421 1 3 12 13 44 2 88,0
10 138 4340 766 155 6 106 11 20 327 82 10 111 219 8 6982 23 241 843 10 1035 8 3 8 14,1
11 7 24 61 498 1 353 9 1220 19 8 7 29 5 2 88 849 104 9 2 1360 523 8 7 14,1
24 64 7 11 4 54 209 5364 5 1 13 3 87 72 4554 6 79 9 258 458 8 47 49 5 2,1
15 35 934 2149 301 5715 3414 173 130 26 14 9 2224 2 105 8 14 8936 1 31 2159 56 3 131 4,1
10 67 449 11 16 10 219 2 213 356 4 174 218 19 97 1016 391 100 1347 10 103 11 16 7 74,1
10 1815 177 6 106 2967 2920 531 8 59 30 164 4294 2720 1825 16 49 5 61 498 104 215 38 2 1825,1
1 97 28 77 4 84 2210 18 7543 4866 3756 19 2 153 596 45 43 116 135 9 2 135 12 55 25,0
886 49 5 2 76 774 10 202 1045 12 49 5 2 54 174 5502 262 9 11 520 636 44 29 5 2,1
3858 6 61 7936 278 69 89 215 56 17 4 1302 82 10 28 42 109 11 415 5 504 3 131 230 469,0
6 69 11 14 4127 1 116 16 1 26 1672 307 6 848 144 11 16 3 26 14 84 26 67 194 21,1
21 124 828 144 4 16 3 101 8 13 31 122 8 13 39 29 191 5791 2412 6 1 164 725 6 384,0
136 10 297 11 16 10 772 6 845 45 137 33 2598 235 8 154 2 288 113 5 2 16 7 4402 50,0
219 11 16 53 8 372 45 9 5781 314 4 5091 1383 84 532 5 152 4 119 337 1 19 4 84 16,1
10 14 438 6 711 11 18 4 4518 3 10 297 11 17 7941 12 397 8 59 32 227 30 4 879 250,0
1 175 38 2 2142 48 4 2020 4 694 12 163 7 3404 170 8 245 3325 1 2295 1 3 2 1 1,1
11 247 7 4 379 3121 55 51 22 3773 4 952 55 47 57 145 105 11 7 164 470 5 787 275 1986,0
2 1 36 468 4 682 41 1 7 1 9961 13 88 1 811 44 79 1640 1299 6 3011 65 674 12 10,1
1414 1538 7 6 30 1091 484 53 29 2442 5 4172 104 92 5403 1414 9 61 673 7 34 238 2 834 3,1
35 162 316 382 1528 5 1776 330 6 1 12 26 207 109 173 16 124 91 37 29 251 4 424 5 1776,0
10 89 219 11 20 53 607 9 2783 38 76 6026 10 138 1 12 2 64 750 5 2 1 819 596 14,1
61 333 4039 3 10 1 4424 2 384 5 2 4876 3259 1580 38 258 696 340 535 384 1915 9 2 451 5,0
92 606 1 1 1995 4217 7 9 2 1562 19 120 33 28 6 93 4 1 16 44 90 11 14 2 252,0
18 31 5 21 12 86 22 1115 3657 2 3657 213 417 5 11 20 1254 1 1 85 139 9 2 345 5,1
10 230 5066 8133 6 929 4 711 913 1606 34 2 484 5 2 16 9 2 413 5 1 1639 10 14 37,0
10 54 814 120 24 66 4947 907 4947 10 103 8 202 28 77 2 417 12 269 69 123 9 148 473 2,1
137 4 50 544 39 2624 1 408 9 11 1 16 2 179 409 49 50 240 2624 1 15 4 1 245 1,1
10 219 11 208 23 6152 9 2783 9 1150 3 10 131 51 22 75 8 45 5 61 407 264 10 28 111,1
11 16 539 67 50 101 303 5 2 16 8 9685 6 4 1689 1420 603 49 67 1420 17 2299 674 25 681,0
17 107 162 349 10 138 211 516 193 4714 13 3 1 13 104 3 5 259 65 718 1909 25 211 274 149,1
3 35 550 78 29 32 12 87 192 120 11 1095 3517 237 2670 709 41 139 10 51 66 137 147 10 1217,0
139 741 69 44 11 16 8 14 163 213 8 14 24 2 172 162 5093 603 12 271 45 5 347 173 3320,1
10 89 219 11 23 4038 41 23 241 10 140 24 67 248 19 11 47 194 6 30 61 31 58 498 16,1
8 202 30 301 12 2 153 5 2 2399 1 1 47 180 1 2856 307 17 27 89 785 62 536 6 3892,1
4860 1158 7 611 17 717 5 279 6138 279 6138 28 279 4210 5 210 8019 7 39 2 4151 5 2335 8 47,1
10 219 11 16 122 813 155 577 3 68 246 4107 1811 5 8 4534 175 23 1 11 3320 10 1675 87 119,0
2 89 58 10 219 4 2050 18 11 115 14 53 61 2285 71 149 2 2453 594 16 2 2050 1234 1 3,0
578 147 32 89 10 195 11 14 168 6 30 164 879 756 206 62 1492 146 23 2 206 19 11 299 22,1
11 7 4 54 158 16 40 7 4 563 1 1 1253 6 2 16 12 7 54 2430 2 102 25 209 2,1
2 16 7 182 158 3 1119 18 44 671 5582 95 8 497 4 4175 2050 18 49 214 21 3 60 27 349,0
46 21 51 106 4 20 200 8621 44 2 113 41 2115 112 95 1 7 412 2 29 190 46 39 69 21,0
2 89 151 10 28 6 134 7 12 10 205 3824 2103 10 138 109 8 32 227 157 218 11 16 7 29,1
1 11 7 2 463 20 5 2 314 522 208 62 7 1 8704 3 7946 1651 1 13 310 5 48 72 51,0
4019 2 781 6 2 5522 3025 5 2 7408 8859 7 4 191 325 354 12 460 1002 6 1756 24 64 7 8,0
7197 91 833 891 3 1 517 2595 6 4766 131 7 422 462 48 92 47 168 455 8 4 2595 6 4766 7,0
264 119 52 73 4 2435 1603 819 685 1 8 13 7156 5090 15 4 1 685 173 2710 7 29 5 2 88,1
11 20 199 306 1887 499 19 391 12 8 14 91 9 5510 159 2234 311 421 159 1841 8238 146 53 751 1,1
46 21 28 109 2 1 322 5 1 1 21 80 167 11 6 30 54 728 9 63 345 19 1 47 279,1
10 89 219 11 16 32 4 4755 981 9 454 1 7240 1 40 203 978 5098 3 76 8904 8138 10 1468 3,1
519 4211 3240 39 2 2883 2516 9 11 520 1107 5 4 713 1178 46 21 25 1067 17 5039 1964 6665 3 1,1
2 1 5 48 13 562 9 2938 45 4 3987 7 48 169 11 29 5 2 116 5 31 3364 98 95 40,1
15 4 341 5 1916 1 1 3 2094 1219 5 62 1 1 1102 1 7 24 2 116 29 10 14 257 931,0
2 288 292 79 131 478 44 1 1 5 2 1117 672 7 12 8 902 799 6691 9 4 340 5090 223 19,0
1 9568 517 49 5 2 88 7059 1 9 431 471 26 14 759 2 89 347 978 6 115 12 4 3180 114,1
2 8419 250 3945 340 1 692 1 738 1051 688 7096 2002 56 32 2 129 5 2 1285 1731 4731 6857 4491 1435,1
11 217 22 4 16 8 7 4 1476 5 5618 1847 3652 3 833 6638 135 12 166 39 2 1 1921 5 4,0
11 7 180 872 2 252 20 10 28 124 109 10 59 103 21 97 75 12 38 2 417 83 40 7 4,0
11 16 7 29 5 2 1 4808 5 4 2810 267 12 10 138 109 1439 751 13 658 7 4 831 267 12,0
84 112 84 354 1161 50 453 19 2 225 539 45 17 84 1636 3 614 9 2 89 303 3 95 762 971,0
11 7 239 29 5 2 252 98 10 28 124 109 3100 5589 24 64 1535 100 112 2863 19 2 225 7 950,0
10 449 2 2016 1422 5 2 89 176 2 112 5 2862 3 1 261 65 135 295 2 1 5 2 956 3,1
1512 1 4 1 571 125 41 1599 464 1098 6 567 2 932 3 27 1018 1 81 24 1045 9 1307 5 1608,1
1 91 132 4 54 209 16 8 805 17 2 2662 5 35 212 4560 187 247 9 92 782 2415 15 4 3740,1
286 163 508 11 16 233 408 40 13 4 54 316 589 33 362 5033 1599 358 15 244 36 156 22 1138 974,0
2 2743 5 11 16 18 69 14 200 784 832 3838 15 1783 3944 26 14 412 179 455 521 3 1234 12 26,0
53 1694 1070 14 23 241 9 2 652 5 237 289 10 14 45 37 10 160 22 75 6 66 8 61 6805,1
10 67 1644 516 11 16 18 29 8 160 22 28 2 2115 315 281 12 2 191 325 98 28 2 112 14,1
1935 13 1277 7 35 319 20 3 8 13 4 875 12 8 1505 22 91 52 5 4 915 18 396 9 1296,1
11 20 313 67 70 17 35 302 261 283 2 1224 805 933 1 1841 17 27 6582 1281 6498 3 1439 5709 17,1
89 123 11 16 881 21 9 4 1 1335 1598 21 86 22 121 48 6 226 37 74 37 12 21 86 22,0
10 114 11 16 3 31 1378 5 8 70 517 15 4 206 3 15 4 434 2 112 7 3371 2398 34 35,1
180 50 86 22 548 231 316 1158 2 112 7 78 2 793 1002 19 8 7 131 4 1020 334 16 6 106,1
2 16 539 45 17 92 88 1157 952 3 280 4471 38 40 5060 1423 101 12 40 13 717 5 1 474 3,0
1175 182 248 10 219 11 16 155 577 53 8 14 44 2 1 164 5093 793 1 56 347 393 1 3258 38,0
799 672 5829 29 5 258 2049 152 7 1931 15 4 6422 382 1179 36 7 4030 6 4015 187 885 26 893 4,1
4 174 1849 577 10 14 562 9 4 5164 17 164 821 3305 1322 1 44 11 20 2 3305 9015 12 46 10,0
11 16 9883 7 550 1169 3 2464 1076 8 163 169 69 1 6 103 40 25 79 36 59 368 149 8 200,0
11 4080 5 3622 5 184 14 379 680 454 2257 731 6 837 4 151 41 107 44 1636 3 529 4138 744 40,0
10 14 2222 32 87 78 8 14 3 2055 6 476 242 38 2 1532 11 91 663 3411 1525 3 4098 1177 3215,0
10 75 2 546 12 2540 9746 7 753 6 5289 10 1274 262 43 89 20 5211 13 1 3 6374 6 30 4,1
11 16 7 319 9 87 8 2079 2 608 5 927 2396 2 3233 908 2614 65 1 1332 5 4670 3 4735 2,1
10 103 12 2 16 14 243 5 923 9 2 602 130 4 385 7 524 18 57 292 26 156 22 75 1000,1
10 28 64 2597 18 11 20 38 378 6 1430 8 1870 2 3606 5 1739 1 13 685 10 230 24 4 191,1
11 7 239 29 5 2 252 98 10 28 124 109 266 44 8 7 861 3 3637 2 112 7 1984 2 1321,0
137 69 137 143 10 30 5559 6 142 4232 5 48 97 28 91 35 209 113 32 227 46 10 51 3269 76,0
334 16 32 2 1 10 195 8 13 4 1 1331 243 4947 882 16 19 2 276 460 741 69 10 477 2,1
124 290 10 14 4 526 10 28 441 11 16 10 28 211 77 4 341 5 2261 1 2 526 68 1053 640,1
48 2 572 5 4 207 16 14 12 78 112 78 315 281 3 2 252 4116 793 10 124 372 592 2 64,0
1649 8 7 619 6 723 44 2 263 750 308 5 42 2 20 2989 38 2 1 7 4 20 12 64 29,1
444 23 2 291 63 5 2 1 2520 18 148 36 71 1919 18 2 6875 5 2 178 3509 2116 1406 4 54,1
367 1 225 3 10 14 54 657 17 6105 1741 18 1 6 30 9 8 10 163 2377 45 5 2 779 44,0
578 2 883 293 2470 7153 5519 2194 369 6 1575 3869 1 2 849 5763 3 27 326 3772 95 21 1609 11 905,0
10 140 24 4 191 341 5 1 1 32 2 116 5 218 4 174 28 77 180 50 803 5 983 18 35,0
11 16 7 4 143 30 356 8 13 24 403 428 2 1636 136 403 18 2 870 7 9 16 796 552 15,1
1 8626 7 35 422 3 1827 20 12 762 337 5 3426 2 1 12 143 30 3277 17 2 104 797 513 2,1
2 1510 5096 7 367 479 40 7 633 39 8 3 10 86 22 103 40 124 80 30 8 13 4 4876 1,1
1151 46 244 47 4 1081 40 13 24 317 1225 151 6 134 44 11 16 48 37 124 10 437 61 317 2746,0
443 2 16 482 5 2142 14 4754 1087 6 2 267 244 36 47 124 342 2 267 3 68 4 8345 1665 5,0
1 1428 5452 3192 7 4 560 422 694 2018 107 5 2 88 1 726 1341 9 275 98 1 305 3 1 1,1
10 262 11 16 6 30 1323 10 195 2 102 71 1415 232 15 10 297 10 262 547 2726 44 133 79 11,1
5035 3296 15 1003 1961 1624 36 1069 1 6 4485 1 9 622 6 2104 117 3065 18 2129 326 2 7238 9 11,0
319 1427 672 1818 1144 3372 34 1930 1964 38 27 205 267 4 1 946 5 62 4548 176 5 61 335 13 3282,1
11 7 4 54 479 16 2 102 467 37 778 6 69 8 14 249 6 268 33 1204 22 145 79 110 38,1
10 140 741 122 2 625 5 1447 12 28 1154 11 2847 15 65 498 2168 160 22 33 124 66 32 2 1268,0
35 406 2526 1316 5 2 390 411 13 267 3118 3 4730 474 49 635 538 3 4 7861 492 63 44 2 1455,0
10 42 1791 149 11 16 3 2343 262 8 4 446 5 58 17 119 41 57 1764 6292 10 67 86 22 380,0
11 16 14 37 78 3 37 687 3 37 2115 10 262 11 16 6 30 29 5 2 88 351 552 1821 420,0
3293 7 4 356 10 14 67 741 12 11 16 160 22 28 4 1214 712 443 9 2 821 4192 1 272 8,1
10 219 11 16 9 92 1382 485 9 504 333 431 9 1 10 262 8 37 158 12 10 1162 993 176 5,1
10 143 28 111 297 11 16 2 393 5 1385 199 30 1091 5210 6 49 19 8 7 1091 1 5436 6 69,0
11 7 29 5 2 1 2 88 6891 5 3078 13 104 10 138 109 10 83 103 11 7 29 5 2 88,1
1301 1034 1034 10 262 2 20 1148 8 14 923 3 10 368 8 10 1468 4 171 37 2 1286 345 7 12,1
1 7 2 89 50 20 9 3094 5 2436 53 10 89 219 2 1540 5 2 20 10 195 8 59 30 4,1
2 181 1005 6 485 2 2242 569 36 31 485 188 4003 6 2 2562 3 120 21 121 12 1 3875 641 85,0
397 72 25 99 74 3959 6 84 1 53 72 851 5 1 809 6 256 397 72 548 99 74 38 133 104,0
40 271 4 58 9 173 191 399 285 13 616 53 33 75 4157 3 1619 3651 12 33 586 22 28 3032 17,0
11 16 169 57 290 32 31 40 25 113 1446 191 196 6 1361 3761 1 6341 144 2 102 81 24 495 9,0
5973 2796 7 35 479 115 38 378 6 1430 173 691 429 7 4 1837 6 106 2 63 7 787 5973 2512 9,1
11 7 4 390 170 790 208 2275 295 287 162 1 5 692 684 7548 1 595 1 3 1 5329 15 4830 6066,1
10 262 11 16 6 30 4 611 446 5 1 224 1205 14 4 923 526 3 7 1 5252 56 1937 6 61,0
1375 398 28 2 2373 2849 5 260 119 145 1096 2633 3 2 125 1566 12 4308 6 30 2760 4746 13 282 7,1
11 20 7 78 423 19 68 2 1168 330 4 145 1 8 59 28 524 2 285 8 14 4682 17 10 230,0
